"","Abundance","Genus","SampleID"
"1",0.224583745105643,"Akkermansia","SC249360.PC04924.C01"
"2",0.0629354883098363,"Alistipes","SC249360.PC04924.C01"
"3",0.000312738463078097,"Anaerofilum","SC249360.PC04924.C01"
"4",0.000187643077846858,"Anaerofustis","SC249360.PC04924.C01"
"5",0.00103829169741928,"Anaerosporobacter","SC249360.PC04924.C01"
"6",0.00480366279287957,"Anaerotruncus","SC249360.PC04924.C01"
"7",0.468457198613943,"Bacteroides","SC249360.PC04924.C01"
"8",0.001413577853113,"Bilophila","SC249360.PC04924.C01"
"9",0.0162498905415379,"Blautia","SC249360.PC04924.C01"
"10",0.000150114462277487,"Butyricimonas","SC249360.PC04924.C01"
"11",7.50572311387433e-05,"Christensenella","SC249360.PC04924.C01"
"12",0.000587948310586822,"Coprococcus","SC249360.PC04924.C01"
"13",0.00600457849109946,"Dorea","SC249360.PC04924.C01"
"14",0.000600457849109946,"Escherichia-Shigella","SC249360.PC04924.C01"
"15",0.00258947447428664,"Flavonifractor","SC249360.PC04924.C01"
"16",0.00205156431779232,"Incertae Sedis","SC249360.PC04924.C01"
"17",0.00402807140444589,"Intestinimonas","SC249360.PC04924.C01"
"18",0.00659252680168629,"Oscillibacter","SC249360.PC04924.C01"
"19",0.000437833848309336,"Oscillospira","SC249360.PC04924.C01"
"20",0.0411939103566469,"other","SC249360.PC04924.C01"
"21",0.0056042732583595,"Parabacteroides","SC249360.PC04924.C01"
"22",0.00253943632019415,"Parasutterella","SC249360.PC04924.C01"
"23",0.000100076308184991,"Phascolarctobacterium","SC249360.PC04924.C01"
"24",0.000100076308184991,"Prevotella","SC249360.PC04924.C01"
"25",0.00920702035301918,"Pseudobutyrivibrio","SC249360.PC04924.C01"
"26",0.0192271607100414,"Ruminococcus","SC249360.PC04924.C01"
"27",0.00181388308585296,"Subdoligranulum","SC249360.PC04924.C01"
"28",0.0086941292735711,"Succiniclasticum","SC249360.PC04924.C01"
"29",0.108420170379915,"uncultured","SC249360.PC04924.C01"
"30",0.193122183120331,"Akkermansia","SC249360.PC07578.B09"
"31",0.0673846126707768,"Alistipes","SC249360.PC07578.B09"
"32",0.000343979043738258,"Anaerofilum","SC249360.PC07578.B09"
"33",4.40998774023408e-05,"Anaerofustis","SC249360.PC07578.B09"
"34",0.000943737376410094,"Anaerosporobacter","SC249360.PC07578.B09"
"35",0.00615634288536678,"Anaerotruncus","SC249360.PC07578.B09"
"36",0.480521084151386,"Bacteroides","SC249360.PC07578.B09"
"37",0.0019668545321444,"Bilophila","SC249360.PC07578.B09"
"38",0.0161140952028153,"Blautia","SC249360.PC07578.B09"
"39",0.000264599264414045,"Butyricimonas","SC249360.PC07578.B09"
"40",3.52799019218727e-05,"Christensenella","SC249360.PC07578.B09"
"41",0.000917277449968689,"Coprococcus","SC249360.PC07578.B09"
"42",1.76399509609363e-05,"Dialister","SC249360.PC07578.B09"
"43",0.00545956482240979,"Dorea","SC249360.PC07578.B09"
"44",0.000396898896621067,"Escherichia-Shigella","SC249360.PC07578.B09"
"45",0.000370438970179663,"Faecalibacterium","SC249360.PC07578.B09"
"46",0.00233729350232406,"Flavonifractor","SC249360.PC07578.B09"
"47",0.000229319362492172,"Holdemania","SC249360.PC07578.B09"
"48",0.00211679411531236,"Incertae Sedis","SC249360.PC07578.B09"
"49",0.00441880771571455,"Intestinimonas","SC249360.PC07578.B09"
"50",0.00102311715573431,"Marvinbryantia","SC249360.PC07578.B09"
"51",0.00734703957522998,"Oscillibacter","SC249360.PC07578.B09"
"52",0.000520378553347622,"Oscillospira","SC249360.PC07578.B09"
"53",0.043914657917251,"other","SC249360.PC07578.B09"
"54",0.00437470783831221,"Parabacteroides","SC249360.PC07578.B09"
"55",0.00248723308549202,"Parasutterella","SC249360.PC07578.B09"
"56",0.0001940394605703,"Phascolarctobacterium","SC249360.PC07578.B09"
"57",0.00755871898676122,"Pseudobutyrivibrio","SC249360.PC07578.B09"
"58",0.000423358823062472,"Pyramidobacter","SC249360.PC07578.B09"
"59",0.0198537648065338,"Ruminococcus","SC249360.PC07578.B09"
"60",0.00191393467926159,"Subdoligranulum","SC249360.PC07578.B09"
"61",0.0113954083207649,"Succiniclasticum","SC249360.PC07578.B09"
"62",0.115832737984988,"uncultured","SC249360.PC07578.B09"
"63",0.178637731628288,"Akkermansia","SC249365.PC04924.H01"
"64",0.0605952284860994,"Alistipes","SC249365.PC04924.H01"
"65",0.000172964496154423,"Anaerofilum","SC249365.PC04924.H01"
"66",0.000126840630513243,"Anaerofustis","SC249365.PC04924.H01"
"67",0.00103778697692654,"Anaerosporobacter","SC249365.PC04924.H01"
"68",0.00507362522052973,"Anaerotruncus","SC249365.PC04924.H01"
"69",0.556461377028009,"Bacteroides","SC249365.PC04924.H01"
"70",0.00205251202103248,"Bilophila","SC249365.PC04924.H01"
"71",0.012476505655939,"Blautia","SC249365.PC04924.H01"
"72",0.000334398025898551,"Butyricimonas","SC249365.PC04924.H01"
"73",0.000242150294616192,"Coprococcus","SC249365.PC04924.H01"
"74",0.00615753606309745,"Dorea","SC249365.PC04924.H01"
"75",0.000276743193847076,"Escherichia-Shigella","SC249365.PC04924.H01"
"76",0.00219088361795602,"Flavonifractor","SC249365.PC04924.H01"
"77",0.000253681261026487,"Holdemania","SC249365.PC04924.H01"
"78",0.00220241458436632,"Incertae Sedis","SC249365.PC04924.H01"
"79",0.0033555112253958,"Intestinimonas","SC249365.PC04924.H01"
"80",0.0011185037417986,"Marvinbryantia","SC249365.PC04924.H01"
"81",0.00776034039412843,"Oscillibacter","SC249365.PC04924.H01"
"82",0.000345928992308845,"Oscillospira","SC249365.PC04924.H01"
"83",0.0385710826424363,"other","SC249365.PC04924.H01"
"84",0.00675714631643278,"Parabacteroides","SC249365.PC04924.H01"
"85",0.00171811399513393,"Parasutterella","SC249365.PC04924.H01"
"86",0.00786411909182108,"Pseudobutyrivibrio","SC249365.PC04924.H01"
"87",0.000161433529744128,"Pyramidobacter","SC249365.PC04924.H01"
"88",0.0166507154964658,"Ruminococcus","SC249365.PC04924.H01"
"89",0.00171811399513393,"Subdoligranulum","SC249365.PC04924.H01"
"90",0.00666489858515042,"Succiniclasticum","SC249365.PC04924.H01"
"91",0.0790217128097506,"uncultured","SC249365.PC04924.H01"
"92",0.127642650487784,"Akkermansia","SC249365.PC07578.E09"
"93",0.0705122706323645,"Alistipes","SC249365.PC07578.E09"
"94",0.00026514235805136,"Anaerofilum","SC249365.PC07578.E09"
"95",0.00013257117902568,"Anaerofustis","SC249365.PC07578.E09"
"96",0.00064725928583126,"Anaerosporobacter","SC249365.PC07578.E09"
"97",0.00611387084447841,"Anaerotruncus","SC249365.PC07578.E09"
"98",0.00013257117902568,"Bacillus","SC249365.PC07578.E09"
"99",0.576520864364087,"Bacteroides","SC249365.PC07578.E09"
"100",0.00202755920862804,"Bilophila","SC249365.PC07578.E09"
"101",0.00886667238542341,"Blautia","SC249365.PC07578.E09"
"102",0.000218352530159943,"Butyricimonas","SC249365.PC07578.E09"
"103",0.000163764397619957,"Christensenella","SC249365.PC07578.E09"
"104",0.000662855895128399,"Coprococcus","SC249365.PC07578.E09"
"105",3.11932185942776e-05,"Dialister","SC249365.PC07578.E09"
"106",0.00511568784946153,"Dorea","SC249365.PC07578.E09"
"107",7.7983046485694e-05,"Enterococcus","SC249365.PC07578.E09"
"108",0.000335327099888484,"Escherichia-Shigella","SC249365.PC07578.E09"
"109",0.000421108451022748,"Faecalibacterium","SC249365.PC07578.E09"
"110",0.00284638119672783,"Flavonifractor","SC249365.PC07578.E09"
"111",0.000506889802157011,"Holdemania","SC249365.PC07578.E09"
"112",0.00205875242722232,"Incertae Sedis","SC249365.PC07578.E09"
"113",0.00439824382179314,"Intestinimonas","SC249365.PC07578.E09"
"114",0.00012477287437711,"Lactobacillus","SC249365.PC07578.E09"
"115",8.57813511342634e-05,"Listeria","SC249365.PC07578.E09"
"116",0.000538083020751289,"Marvinbryantia","SC249365.PC07578.E09"
