"","Abundance","Genus","SampleID"
"1",0.370380550684802,"Akkermansia","SC253182.PC04925.H05"
"2",0.0740912752950097,"Alistipes","SC253182.PC04925.H05"
"3",0.000208520923178996,"Anaerofilum","SC253182.PC04925.H05"
"4",0.000758257902469077,"Anaerosporobacter","SC253182.PC04925.H05"
"5",0.00122269086773139,"Anaerotruncus","SC253182.PC04925.H05"
"6",0.239116629543624,"Bacteroides","SC253182.PC04925.H05"
"7",0.000890953035401166,"Bilophila","SC253182.PC04925.H05"
"8",0.0662717406757974,"Blautia","SC253182.PC04925.H05"
"9",0.000104260461589498,"Butyricimonas","SC253182.PC04925.H05"
"10",9.47822378086347e-05,"Christensenella","SC253182.PC04925.H05"
"11",0.000284346713425904,"Coprococcus","SC253182.PC04925.H05"
"12",0.00123216909151225,"Dorea","SC253182.PC04925.H05"
"13",0.000379128951234539,"Escherichia-Shigella","SC253182.PC04925.H05"
"14",0.000208520923178996,"Faecalibacterium","SC253182.PC04925.H05"
"15",0.000938344154305483,"Flavonifractor","SC253182.PC04925.H05"
"16",0.000303303160987631,"Holdemania","SC253182.PC04925.H05"
"17",0.0047485901142126,"Incertae Sedis","SC253182.PC04925.H05"
"18",0.00185773186104924,"Intestinimonas","SC253182.PC04925.H05"
"19",0.000843561916496849,"Marvinbryantia","SC253182.PC04925.H05"
"20",0.00141225534334866,"Oscillibacter","SC253182.PC04925.H05"
"21",0.00021799914695986,"Oscillospira","SC253182.PC04925.H05"
"22",0.0346523861428368,"other","SC253182.PC04925.H05"
"23",0.00862518364058575,"Parabacteroides","SC253182.PC04925.H05"
"24",0.000862518364058575,"Parasutterella","SC253182.PC04925.H05"
"25",9.47822378086347e-05,"Phascolarctobacterium","SC253182.PC04925.H05"
"26",0.00336476944220653,"Pseudobutyrivibrio","SC253182.PC04925.H05"
"27",0.000293824937206767,"Pyramidobacter","SC253182.PC04925.H05"
"28",0.0374105492630681,"Ruminococcus","SC253182.PC04925.H05"
"29",0.00261598976351832,"Subdoligranulum","SC253182.PC04925.H05"
"30",0.011942561963888,"Succiniclasticum","SC253182.PC04925.H05"
"31",0.134571821240699,"uncultured","SC253182.PC04925.H05"
"32",0.320579564699241,"Akkermansia","SC253182.PC07578.A01"
"33",0.0681176691965126,"Alistipes","SC253182.PC07578.A01"
"34",0.00288527880574547,"Anaerotruncus","SC253182.PC07578.A01"
"35",0.244088314620837,"Bacteroides","SC253182.PC07578.A01"
"36",0.000784043153735182,"Bilophila","SC253182.PC07578.A01"
"37",0.087514896819921,"Blautia","SC253182.PC07578.A01"
